technique,image_id,time_ms
Baseline_NoOp,100021_103_1.jpg,0.194
Baseline_NoOp,100021_103_2.jpg,0.303
Baseline_NoOp,100021_103_3.jpg,0.247
Baseline_NoOp,100037_80_1.jpg,0.159
Baseline_NoOp,100037_80_2.jpg,0.157
Baseline_NoOp,100037_80_3.jpg,0.269
Baseline_NoOp,100037_80_all.jpg,0.257
Baseline_NoOp,100078_71_1.jpg,0.200
Baseline_NoOp,100078_71_2.jpg,0.228
Baseline_NoOp,100111_15_1.jpg,0.280
Baseline_NoOp,100111_15_2.jpg,0.309
Baseline_NoOp,100111_15_3.jpg,0.292
Baseline_NoOp,100111_15_4.jpg,0.202
Baseline_NoOp,100111_15_5.jpg,0.177
Baseline_NoOp,100132_84_1.jpg,0.178
Baseline_NoOp,100132_84_3.jpg,0.221
Baseline_NoOp,100132_84_4.jpg,0.183
Baseline_NoOp,100142_35_1.jpg,0.203
Baseline_NoOp,100142_35_2.jpg,0.172
Baseline_NoOp,100142_35_3.jpg,0.261
Baseline_NoOp,100142_35_4.jpg,0.170
Baseline_NoOp,100142_35_5.jpg,0.163
Baseline_NoOp,100142_35_6.jpg,0.198
Baseline_NoOp,100157_47_1.jpg,0.171
Baseline_NoOp,100157_47_2.jpg,0.205
Baseline_NoOp,100157_47_3.jpg,0.184
Baseline_NoOp,100157_47_4.jpg,0.182
Baseline_NoOp,100157_47_5.jpg,0.173
Baseline_NoOp,100157_47_6.jpg,0.169
Baseline_NoOp,100157_47_7.jpg,0.169
Baseline_NoOp,100209_103_1.jpg,0.179
Baseline_NoOp,100215_4_1.jpg,0.161
Baseline_NoOp,100215_4_2.jpg,0.161
Baseline_NoOp,100215_4_3.jpg,0.200
Baseline_NoOp,100215_4_4.jpg,0.162
Baseline_NoOp,100226_77_1.jpg,0.173
Baseline_NoOp,100226_77_2.jpg,0.145
Baseline_NoOp,100226_77_all.jpg,0.157
Baseline_NoOp,100245_49_1.jpg,0.175
Baseline_NoOp,100245_49_2.jpg,0.141
Baseline_NoOp,100245_49_all.jpg,0.163
Baseline_NoOp,100271_64_1.jpg,0.142
Baseline_NoOp,100271_64_2.jpg,0.157
Baseline_NoOp,100271_64_3.jpg,0.141
Baseline_NoOp,100271_64_4.jpg,0.156
Baseline_NoOp,100271_64_5.jpg,0.156
Baseline_NoOp,100344_7_1.jpg,0.203
Baseline_NoOp,100344_7_3.jpg,0.158
Baseline_NoOp,100344_7_4.jpg,0.166
Baseline_NoOp,100344_7_5.jpg,0.163
Baseline_NoOp,100344_7_6.jpg,0.160
Baseline_NoOp,100344_7_7.jpg,0.159
Baseline_NoOp,100395_45_1.jpg,0.154
Baseline_NoOp,100395_45_2.jpg,0.154
Baseline_NoOp,100395_45_3.jpg,0.153
Baseline_NoOp,100395_45_4.jpg,0.153
Baseline_NoOp,100396_53_1.jpg,0.165
Baseline_NoOp,100396_53_2.jpg,0.355
Baseline_NoOp,100396_53_3.jpg,0.168
Baseline_NoOp,100396_53_all.jpg,0.167
Baseline_NoOp,100407_48_1.jpg,0.159
Baseline_NoOp,100407_48_2.jpg,0.161
Baseline_NoOp,100407_48_3.jpg,0.161
Baseline_NoOp,100409_6_1.jpg,0.155
Baseline_NoOp,100409_6_2.jpg,0.171
Baseline_NoOp,100409_6_3.jpg,0.156
Baseline_NoOp,100413_53_1.jpg,0.164
Baseline_NoOp,100413_53_2.jpg,0.163
Baseline_NoOp,100482_51_1.jpg,0.158
Baseline_NoOp,100482_51_all.jpg,0.164
Baseline_NoOp,100485_68_1.jpg,0.157
Baseline_NoOp,100485_68_2.jpg,0.158
Baseline_NoOp,100485_68_3.jpg,0.158
Baseline_NoOp,100486_82_1.jpg,0.162
Baseline_NoOp,100486_82_2.jpg,0.157
Baseline_NoOp,100486_82_3.jpg,0.201
Baseline_NoOp,100486_82_4.jpg,0.206
Baseline_NoOp,100486_82_all.jpg,0.165
Baseline_NoOp,100539_47_1.jpg,0.173
Baseline_NoOp,100539_47_2.jpg,0.174
Baseline_NoOp,100539_47_3.jpg,0.171
Baseline_NoOp,100539_47_6.jpg,0.196
